company,tier,primary_source,valuation_b_latest,valuation_usd,funding_original_usd,funding_audited_usd,funding_audit_flag,industry_raw,industry_group,country,continent,city,founded_year,date_joined_unicorn,unicorn_year,era,years_to_unicorn,years_to_unicorn_flag,outcome,investors,investor_count,accelerator,in_yc,in_techstars,in_500global,valuation_asof,exit_date,exit_reason,exit_valuation_b,funding_total_usd,funding_rounds,first_funding_at,last_funding_at,status_asof,batch,batch_year,team_size,funding_stage,date_joined_parsed,is_unicorn_history,_ingested_at,_source_file,select_investor_count,_flag_long_path,_flag_missing_valuation,_flag_invalid_continent,ln_valuation,ln_funding
Spotter,unicorn_current,CB Insights unicorn list (2026-07),1.7,1700000000.0,231000000000.0,231000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,Los Angeles,2019.0,2/16/2022,2022.0,Post-2021,3.0,,operating,"SoftBank Group, Access Industries, Crossbeam Venture Partners",3.0,,False,False,False,2026-07,,,,231000000000.0,,,,,,,,,2022-02-16,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.253894088008582,19.25792826848607
DealShare,unicorn_current,CB Insights unicorn list (2026-07),1.7,1700000000.0,612000000000.0,612000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,India,Asia,Bengaluru,2018.0,1/27/2022,2022.0,Post-2021,4.0,,operating,"Alpha Wave Global, Matrix Partners India, Tiger Global Management",3.0,,False,False,False,2026-07,,,,612000000000.0,,,,,,,,,2022-01-27,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.253894088008582,20.2322428404766
HomeLight,unicorn_current,CB Insights unicorn list (2026-07),1.7,1700000000.0,219000000000.0,219000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,Scottsdale,2012.0,9/2/2021,2021.0,2021,9.0,,operating,"Zeev Ventures, Menlo Ventures,Crosslink Capital",3.0,,False,False,True,2026-07,,,,219000000000.0,,,,,,,,,2021-09-02,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.253894088008582,19.204582287780774
Dragos,unicorn_current,CB Insights unicorn list (2026-07),1.7,1700000000.0,358000000000.0,358000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,United States,North America,Hanover,2016.0,10/28/2021,2021.0,2021,5.0,,operating,"DataTribe, Energy Impact Partners, AllegisCyber Capital",3.0,,False,False,False,2026-07,,,,358000000000.0,,,,,,,,,2021-10-28,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.253894088008582,19.696043544364976
DispatchHealth,unicorn_current,CB Insights unicorn list (2026-07),1.7,1700000000.0,403000000000.0,403000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,United States,North America,Denver,2013.0,3/3/2021,2021.0,2021,8.0,,operating,"Alta Partners, Questa Capital, Echo Health Ventures",3.0,,False,False,False,2026-07,,,,403000000000.0,,,,,,,,,2021-03-03,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.253894088008582,19.81444711991096
Alation,unicorn_current,CB Insights unicorn list (2026-07),1.7,1700000000.0,192000000000.0,192000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Redwood City,2012.0,6/3/2021,2021.0,2021,9.0,,operating,"Costanoa Ventures, Data Collective, Salesforce Ventures",3.0,,False,False,False,2026-07,,,,192000000000.0,,,,,,,,,2021-06-03,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.253894088008582,19.073005929992057
UpGrad,unicorn_current,CB Insights unicorn list (2026-07),1.7,1700000000.0,194000000000.0,194000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,India,Asia,Mumbai,2015.0,8/9/2021,2021.0,2021,6.0,,operating,"Qualcomm Ventures, Accel, Canaan Partners",3.0,,False,False,False,2026-07,,,,194000000000.0,,,,,,,,,2021-08-09,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.253894088008582,19.083368717027604
PAX,unicorn_current,CB Insights unicorn list (2026-07),1.7,1700000000.0,542000000000.0,542000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,United States,North America,San Francisco,2007.0,10/22/2018,2018.0,Pre-2021,11.0,,operating,"Tao Capital Partners, Global Asset Capital, Tiger Global Management",3.0,,True,False,False,2026-07,,,,542000000000.0,,,,,,,,,2018-10-22,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.253894088008582,20.11077655940392
Razor,unicorn_current,CB Insights unicorn list (2026-07),1.7,1700000000.0,167000000000.0,167000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,Germany,Europe,Berlin,2020.0,11/8/2021,2021.0,2021,1.0,,operating,"Global Founders Capital, 468 Capital, Redalpine Venture Partners",3.0,,False,False,False,2026-07,,,,167000000000.0,,,,,,,,,2021-11-08,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.253894088008582,18.93350437038103
DailyPay,unicorn_current,CB Insights unicorn list (2026-07),1.7,1700000000.0,189000000000.0,189000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,New York,2016.0,5/18/2021,2021.0,2021,5.0,,operating,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners",3.0,,False,False,False,2026-07,,,,189000000000.0,,,,,,,,,2021-05-18,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.253894088008582,19.057257573023918
Harry's,unicorn_current,CB Insights unicorn list (2026-07),1.7,1700000000.0,792000000000.0,792000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,United States,North America,New York,2013.0,2/16/2018,2018.0,Pre-2021,5.0,,operating,"Thrive Capital, Tiger Global Management, Temasek",3.0,,False,False,False,2026-07,,,,792000000000.0,,,,,,,,,2018-02-16,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.253894088008582,20.4900719497787
SafetyCulture,unicorn_current,CB Insights unicorn list (2026-07),1.67,1670000000.0,222000000000.0,222000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,Australia,Oceania,Sydney,2004.0,5/3/2021,2021.0,2021,17.0,,operating,"Blackbird Ventures, IndexVentures, Tiger Global Management",3.0,,False,False,False,2026-07,,,,222000000000.0,,,,,,,,,2021-05-03,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.236089463375073,19.218187939836554
Optimism,unicorn_current,CB Insights unicorn list (2026-07),1.65,1650000000.0,179000000000.0,179000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,New York,2019.0,3/17/2022,2022.0,Post-2021,3.0,,operating,"Paradigm, Huobi Ventures, Andreessen Horowitz",3.0,,False,False,False,2026-07,,,,179000000000.0,,,,,,,,,2022-03-17,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.2240411248589,19.00289636380503
Glossier,unicorn_current,CB Insights unicorn list (2026-07),1.65,1650000000.0,266000000000.0,266000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,United States,North America,New York,2014.0,3/19/2019,2019.0,Pre-2021,5.0,,operating,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital",3.0,,False,False,False,2026-07,,,,266000000000.0,,,,,,,,,2019-03-19,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.2240411248589,19.399006866745975
Jusfoun Big Data,unicorn_current,CB Insights unicorn list (2026-07),1.62,1620000000.0,137000000000.0,137000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,China,Asia,Beijing,2010.0,7/9/2018,2018.0,Pre-2021,8.0,,operating,"Boxin Capital, DT Capital Partners, IDG Capital",3.0,,False,False,False,2026-07,,,,137000000000.0,,,,,,,,,2018-07-09,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.205691986190704,18.735491483792398
Zhubajie,unicorn_current,CB Insights unicorn list (2026-07),1.61,1610000000.0,445000000000.0,445000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,China,Asia,Chongqing,2006.0,6/16/2015,2015.0,Pre-2021,9.0,,operating,"Cybernaut Growth Fund, IDG Capital",2.0,,False,False,False,2026-07,,,,445000000000.0,,,,,,,,,2015-06-16,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,False,False,False,21.19950001594278,19.913584840130515
Cresta,unicorn_current,CB Insights unicorn list (2026-07),1.6,1600000000.0,151000000000.0,151000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,2017.0,3/17/2022,2022.0,Post-2021,5.0,,operating,"Andreessen Horowitz, Greylock Partners, Sequoia Capital",3.0,,False,False,False,2026-07,,,,151000000000.0,,,,,,,,,2022-03-17,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.193269466192145,18.8327903947792
ASAPP,unicorn_current,CB Insights unicorn list (2026-07),1.6,1600000000.0,380000000000.0,380000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,New York,2014.0,5/19/2021,2021.0,2021,7.0,,operating,"March Capital Partners, HOF Capital, Emergence Capital Partners",3.0,,False,False,False,2026-07,,,,380000000000.0,,,,,,,,,2021-05-19,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.193269466192145,19.755681810684706
SmartHR,unicorn_current,CB Insights unicorn list (2026-07),1.6,1600000000.0,190000000000.0,190000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,Japan,Asia,Tokyo,2013.0,6/8/2021,2021.0,2021,8.0,,operating,"BEENEXT, World Innovation Lab, Light Street Capital",3.0,,False,False,False,2026-07,,,,190000000000.0,,,,,,,,,2021-06-08,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.193269466192145,19.06253463012476
Wayflyer,unicorn_current,CB Insights unicorn list (2026-07),1.6,1600000000.0,236000000000.0,236000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,Ireland,Europe,Dublin,2019.0,2/1/2022,2022.0,Post-2021,3.0,,operating,"QED Investors, DST Global, Left Lane Capital",3.0,,False,False,False,2026-07,,,,236000000000.0,,,,,,,,,2022-02-01,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.193269466192145,19.279342362989883
Capitolis,unicorn_current,CB Insights unicorn list (2026-07),1.6,1600000000.0,282000000000.0,282000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,New York,2017.0,3/22/2022,2022.0,Post-2021,5.0,,operating,"Sequoia Capital, Index Ventures, S Capital",3.0,,False,False,False,2026-07,,,,282000000000.0,,,,,,,,,2022-03-22,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.193269466192145,19.457417628902387
ezCater,unicorn_current,CB Insights unicorn list (2026-07),1.6,1600000000.0,421000000000.0,421000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,United States,North America,Boston,2007.0,4/2/2019,2019.0,Pre-2021,12.0,,operating,"Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group",3.0,,False,False,False,2026-07,,,,421000000000.0,,,,,,,,,2019-04-02,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.193269466192145,19.858143391646657
Cao Cao Mobility,unicorn_current,CB Insights unicorn list (2026-07),1.6,1600000000.0,744000000000.0,744000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,China,Asia,Suzhou,2015.0,1/17/2018,2018.0,Pre-2021,3.0,,operating,"People Electrical Appliance Group China, Zhongrong International Trust",2.0,,False,False,False,2026-07,,,,744000000000.0,,,,,,,,,2018-01-17,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,False,False,False,21.193269466192145,20.427551592797364
Unite Us,unicorn_current,CB Insights unicorn list (2026-07),1.6,1600000000.0,195000000000.0,195000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,United States,North America,New York,2014.0,1/9/2024,2024.0,Post-2021,10.0,,operating,"Insight Partners, Sequoia Capital, Index Ventures",3.0,,False,False,False,2026-07,,,,195000000000.0,,,,,,,,,2024-01-09,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.193269466192145,19.08851011652802
FloQast,unicorn_current,CB Insights unicorn list (2026-07),1.6,1600000000.0,230000000000.0,230000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,Los Angeles,2013.0,7/21/2021,2021.0,2021,8.0,,operating,"Polaris Partners, Insight Partners, Norwest Venture Partners",3.0,,False,False,False,2026-07,,,,230000000000.0,,,,,,,,,2021-07-21,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.193269466192145,19.25358986688747
Promasidor Holdings,unicorn_current,CB Insights unicorn list (2026-07),1.59,1590000000.0,556000000000.0,556000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,South Africa,Africa,Bryanston,1979.0,11/8/2016,2016.0,Pre-2021,37.0,,operating,"IFC, Ajinomoto",2.0,,False,False,False,2026-07,,,,556000000000.0,,,,,,,,,2016-11-08,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,True,False,False,21.186999853178552,20.136278852214858
GalaxySpace,unicorn_current,CB Insights unicorn list (2026-07),1.58,1580000000.0,14000000000.0,14000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,China,Asia,Beijing,2016.0,11/17/2020,2020.0,Pre-2021,4.0,,operating,"Shunwei Capital Partners, 5Y Capital, Legend Capital",3.0,,False,False,False,2026-07,,,,14000000000.0,,,,,,,,,2020-11-17,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.180690683985286,16.454567887579532
Kitopi,unicorn_current,CB Insights unicorn list (2026-07),1.55,1550000000.0,504000000000.0,504000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,United Arab Emirates,Asia,Dubai,2018.0,7/1/2021,2021.0,2021,3.0,,operating,"CE-Ventures, BECO Capital, Nordstar",3.0,,False,False,False,2026-07,,,,504000000000.0,,,,,,,,,2021-07-01,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.161520767877565,20.03808682603564
Wenheyou,unicorn_current,CB Insights unicorn list (2026-07),1.55,1550000000.0,90000000000.0,90000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,China,Asia,Changsha,2013.0,4/17/2021,2021.0,2021,8.0,,operating,"Sequoia Capital China, Warburg Pincus, IDG Capital",3.0,,False,False,False,2026-07,,,,90000000000.0,,,,,,,,,2021-04-17,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.161520767877565,18.31532022829454
Alloy,unicorn_current,CB Insights unicorn list (2026-07),1.55,1550000000.0,156000000000.0,156000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,New York,2015.0,9/30/2021,2021.0,2021,6.0,,operating,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures",3.0,,True,True,False,2026-07,,,,156000000000.0,,,,,,,,,2021-09-30,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.161520767877565,18.86536656521381
Carzone,unicorn_current,CB Insights unicorn list (2026-07),1.52,1520000000.0,946000000000.0,946000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,China,Asia,Nanjing,1995.0,3/1/2019,2019.0,Pre-2021,24.0,,operating,"Alibaba Group,Co-Stone Venture Capital, Buhuo Venture Capital",3.0,,False,False,False,2026-07,,,,946000000000.0,,,,,,,,,2019-03-01,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.141976171804597,20.66775312701615
Ximalaya FM,unicorn_current,CB Insights unicorn list (2026-07),1.52,1520000000.0,71000000000.0,71000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Media & Entertainment,AI & Data,China,Asia,Shanghai,2012.0,9/22/2017,2017.0,Pre-2021,5.0,,operating,"China Creation Ventures, Sierra Ventures, Xingwang Investment Management",3.0,,False,False,False,2026-07,,,,71000000000.0,,,,,,,,,2017-09-22,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.141976171804597,18.078190435005588
Cognite,unicorn_current,CB Insights unicorn list (2026-07),1.5,1500000000.0,225000000000.0,225000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,United States,North America,Tempe,2016.0,5/19/2021,2021.0,2021,5.0,,operating,"Technology Crossover Ventures, Accel, Aker",3.0,,False,False,False,2026-07,,,,225000000000.0,,,,,,,,,2021-05-19,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.128730945054574,19.231610960168695
Current,unicorn_current,CB Insights unicorn list (2026-07),1.5,1500000000.0,402000000000.0,402000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,New York,2015.0,4/27/2021,2021.0,2021,6.0,,operating,"Expa, QED Investors, Foundation Capital",3.0,,False,False,True,2026-07,,,,402000000000.0,,,,,,,,,2021-04-27,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.128730945054574,19.811962646583297
Spinny,unicorn_current,CB Insights unicorn list (2026-07),1.5,1500000000.0,509000000000.0,509000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,India,Asia,Gurugram,2015.0,11/24/2021,2021.0,2021,6.0,,operating,"General Catalyst, Eleation Capital, Avenir Growth Capital",3.0,,False,False,False,2026-07,,,,509000000000.0,,,,,,,,,2021-11-24,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.128730945054574,20.047958574514798
MOLOCO,unicorn_current,CB Insights unicorn list (2026-07),1.5,1500000000.0,192000000000.0,192000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Redwood City,2013.0,4/29/2021,2021.0,2021,8.0,,operating,"Smilegate Investment, DSC Investments, KTB Ventures",3.0,,False,False,False,2026-07,,,,192000000000.0,,,,,,,,,2021-04-29,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.128730945054574,19.073005929992057
OpenWeb,unicorn_current,CB Insights unicorn list (2026-07),1.5,1500000000.0,223000000000.0,223000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Media & Entertainment,AI & Data,United States,North America,New York,2012.0,11/9/2021,2021.0,2021,9.0,,operating,"Insight Partners, AltaIR Capital, Norma Investments",3.0,,False,False,False,2026-07,,,,223000000000.0,,,,,,,,,2021-11-09,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.128730945054574,19.222682329424394
Mu Sigma,unicorn_current,CB Insights unicorn list (2026-07),1.5,1500000000.0,211000000000.0,211000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Northbrook,2004.0,2/7/2013,2013.0,Pre-2021,9.0,,operating,"Sequoia Capital, General Atlantic",2.0,,False,False,False,2026-07,,,,211000000000.0,,,,,,,,,2013-02-07,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,False,False,False,21.128730945054574,19.16736869144034
NotCo,unicorn_current,CB Insights unicorn list (2026-07),1.5,1500000000.0,370000000000.0,370000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,Chile,South America,Santiago,2015.0,7/26/2021,2021.0,2021,6.0,,operating,"Kaszek Ventures, SOSV, Tiger Global Management",3.0,,False,False,False,2026-07,,,,370000000000.0,,,,,,,,,2021-07-26,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.128730945054574,19.729013563602543
TaxBit,unicorn_current,CB Insights unicorn list (2026-07),1.5,1500000000.0,236000000000.0,236000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,Draper,2018.0,8/4/2021,2021.0,2021,3.0,,operating,"Insight Partners, Coinbase Ventures, PayPal Ventures",3.0,,False,False,False,2026-07,,,,236000000000.0,,,,,,,,,2021-08-04,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.128730945054574,19.279342362989883
Pacaso,unicorn_current,CB Insights unicorn list (2026-07),1.5,1500000000.0,217000000000.0,217000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,San Francisco,2020.0,3/24/2021,2021.0,2021,1.0,,operating,"Global Founders Capital, Shea Ventures, Greycroft",3.0,,False,False,False,2026-07,,,,217000000000.0,,,,,,,,,2021-03-24,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.128730945054574,19.195407911504734
1047 Games,unicorn_current,CB Insights unicorn list (2026-07),1.5,1500000000.0,127000000000.0,127000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Media & Entertainment,AI & Data,United States,North America,Zephyr Cove,2017.0,9/14/2021,2021.0,2021,4.0,,operating,"VGames, Lakestar, Galaxy Interactive",3.0,,False,False,False,2026-07,,,,127000000000.0,,,,,,,,,2021-09-14,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.128730945054574,18.659697644422867
Matillion,unicorn_current,CB Insights unicorn list (2026-07),1.5,1500000000.0,310000000000.0,310000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United Kingdom,Europe,Manchester,2011.0,9/15/2021,2021.0,2021,10.0,,operating,"Scale Venture Partners, Sapphire Ventures, Battery Ventures",3.0,,False,False,False,2026-07,,,,310000000000.0,,,,,,,,,2021-09-15,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.128730945054574,19.552082855443466
Persona,unicorn_current,CB Insights unicorn list (2026-07),1.5,1500000000.0,218000000000.0,218000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,2018.0,9/15/2021,2021.0,2021,3.0,,operating,"Coatue Management, Index Ventures, Founders Fund",3.0,,False,False,False,2026-07,,,,218000000000.0,,,,,,,,,2021-09-15,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.128730945054574,19.200005620753362
Ascend Money,unicorn_current,CB Insights unicorn list (2026-07),1.5,1500000000.0,150000000000.0,150000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,Thailand,Asia,Bangkok,2013.0,9/27/2021,2021.0,2021,8.0,,operating,"Ant Group, Charoen Pokphand Group, Bow Wave Capital",3.0,,False,False,False,2026-07,,,,150000000000.0,,,,,,,,,2021-09-27,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.128730945054574,18.82614585206053
Andela,unicorn_current,CB Insights unicorn list (2026-07),1.5,1500000000.0,381000000000.0,381000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,New York,2014.0,9/29/2021,2021.0,2021,7.0,,operating,"Spark Capital, Google Ventures, CRE Venture Capital",3.0,,False,False,False,2026-07,,,,381000000000.0,,,,,,,,,2021-09-29,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.128730945054574,19.758309933090974
Built,unicorn_current,CB Insights unicorn list (2026-07),1.5,1500000000.0,289000000000.0,289000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,Nashville,2015.0,9/30/2021,2021.0,2021,6.0,,operating,"Nyca Partners, Index Ventures, Technology Crossover Ventures",3.0,,False,False,False,2026-07,,,,289000000000.0,,,,,,,,,2021-09-30,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.128730945054574,19.481937246076708
CoinList,unicorn_current,CB Insights unicorn list (2026-07),1.5,1500000000.0,119000000000.0,119000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,San Francisco,2017.0,10/15/2021,2021.0,2021,4.0,,operating,"Accomplice, Polychain Capital, GoldenTree Asset Management",3.0,,False,False,False,2026-07,,,,119000000000.0,,,,,,,,,2021-10-15,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.128730945054574,18.594634051075804
Lusha,unicorn_current,CB Insights unicorn list (2026-07),1.5,1500000000.0,245000000000.0,245000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,New York,2016.0,11/10/2021,2021.0,2021,5.0,,operating,"PSG, ION Crossover Partners",2.0,,False,False,False,2026-07,,,,245000000000.0,,,,,,,,,2021-11-10,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,False,False,False,21.128730945054574,19.316768768509
Olist,unicorn_current,CB Insights unicorn list (2026-07),1.5,1500000000.0,320000000000.0,320000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,Brazil,South America,Curitiba,2015.0,12/15/2021,2021.0,2021,6.0,,operating,"Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund",3.0,,False,False,False,2026-07,,,,320000000000.0,,,,,,,,,2021-12-15,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,False,False,False,21.128730945054574,19.583831553758046
