company,tier,primary_source,valuation_b_latest,valuation_usd,funding_original_usd,funding_audited_usd,funding_audit_flag,industry_raw,industry_group,country,continent,city,founded_year,date_joined_unicorn,unicorn_year,era,years_to_unicorn,years_to_unicorn_flag,outcome,investors,investor_count,accelerator,in_yc,in_techstars,in_500global,valuation_asof,exit_date,exit_reason,exit_valuation_b,funding_total_usd,funding_rounds,first_funding_at,last_funding_at,status_asof,batch,batch_year,team_size,funding_stage,date_joined_parsed,is_unicorn_history,_ingested_at,_source_file,select_investor_count,is_unicorn
UCB Pharma,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,100787628.0,100787628.0,ok_or_missing,Biotechnology,Health & Bio,Belgium,Europe,Brussels,1928.0,,,Unknown,,,operating,,,,False,False,False,,,,,100787628.0,2.0,2009-12-22,2015-05-13,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
UCloud Information Technology,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,160000000.0,160000000.0,ok_or_missing,Cloud Data Services|Enterprise Software,Enterprise Software,China,Asia,Shanghai,,,,Unknown,,,operating,,,,False,False,False,,,,,160000000.0,3.0,2013-11-27,2015-04-10,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Udacity,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,160000000.0,160000000.0,ok_or_missing,EdTech|Education,Education,United States,North America,Mountain View,2011.0,,,Unknown,,,operating,,,,False,False,False,,,,,160000000.0,4.0,2012-01-01,2015-11-11,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
UDR,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,101900000.0,101900000.0,ok_or_missing,Flash Sales,Other / Unknown,United States,North America,Highlands Ranch,,,,Unknown,,,operating,,,,False,False,False,,,,,101900000.0,1.0,2015-08-19,2015-08-19,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Ule,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,110878477.0,110878477.0,ok_or_missing,E-Commerce|Mobile,E-commerce & Consumer,China,Asia,,2009.0,,,Unknown,,,operating,,,,False,False,False,,,,,110878477.0,2.0,2010-01-01,2014-02-28,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
University of Chicago,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,180000000.0,180000000.0,ok_or_missing,Education,Education,United States,North America,Chicago,1899.0,,,Unknown,,,operating,,,,False,False,False,,,,,180000000.0,2.0,2014-01-06,2014-01-06,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
University of Maryland,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,750500000.0,750500000.0,ok_or_missing,Education,Education,United States,North America,College Park,1856.0,,,Unknown,,,operating,,,,False,False,False,,,,,750500000.0,2.0,2013-09-17,2014-02-06,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
University of Ulster,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,477475356.0,477475356.0,ok_or_missing,Education,Education,United Kingdom,Europe,Coleraine,1968.0,,,Unknown,,,operating,,,,False,False,False,,,,,477475356.0,2.0,2014-02-27,2014-02-27,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Univision Communications,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,125000000.0,125000000.0,ok_or_missing,Broadcasting|Communities|Digital Media|Media|News|Publishing|Social News,Media & Entertainment,United States,North America,New York,1961.0,,,Unknown,,,operating,,,,False,False,False,,,,,125000000.0,1.0,2014-01-31,2014-01-31,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Valeritas,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,271951220.0,271951220.0,ok_or_missing,Biotechnology|Diabetes,Health & Bio,United States,North America,Bridgewater,2006.0,,,Unknown,,,operating,,,,False,False,False,,,,,271951220.0,3.0,2011-09-12,2014-07-11,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
VANCL,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,570000000.0,570000000.0,ok_or_missing,E-Commerce,E-commerce & Consumer,China,Asia,Beijing,2007.0,,,Unknown,,,operating,,,,False,False,False,,,,,570000000.0,5.0,2010-04-01,2014-02-10,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Vantage Data Centers,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,275000000.0,275000000.0,ok_or_missing,Data Center Infrastructure|Data Centers,Other / Unknown,United States,North America,Santa Clara,2010.0,,,Unknown,,,operating,,,,False,False,False,,,,,275000000.0,2.0,2010-01-01,2014-04-15,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Vapotherm,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,119750000.0,119750000.0,ok_or_missing,Biotechnology,Health & Bio,United States,North America,Stevensville,1999.0,,,Unknown,,,operating,,,,False,False,False,,,,,119750000.0,6.0,2007-11-01,2015-12-01,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
VaxInnate,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,129258455.0,129258455.0,ok_or_missing,Biotechnology,Health & Bio,United States,North America,Cranbury,2002.0,,,Unknown,,,operating,,,,False,False,False,,,,,129258455.0,7.0,2004-03-12,2015-09-28,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Venari Resources,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,1498515340.0,1498515340.0,ok_or_missing,Oil and Gas,Other / Unknown,United States,North America,Addison,2012.0,,,Unknown,,,operating,,,,False,False,False,,,,,1498515340.0,1.0,2014-07-23,2014-07-23,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
VentiRx Pharmaceuticals,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,104502514.0,104502514.0,ok_or_missing,Biotechnology|Health Care|Pharmaceuticals,Health & Bio,United States,North America,Seattle,2006.0,,,Unknown,,,operating,,,,False,False,False,,,,,104502514.0,4.0,2006-01-01,2014-09-23,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Venture Global Partners,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,125000000.0,125000000.0,ok_or_missing,Services,Other / Unknown,United States,North America,Washington,,,,Unknown,,,operating,,,,False,False,False,,,,,125000000.0,1.0,2015-02-11,2015-02-11,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Veracode,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,114260328.0,114260328.0,ok_or_missing,Cyber|Mobile Security|Security,Cybersecurity,United States,North America,Burlington,2006.0,,,Unknown,,,operating,,,,False,False,False,,,,,114260328.0,6.0,2006-03-01,2014-09-11,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
VeriSilicon Holdings,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,100948403.0,100948403.0,ok_or_missing,Cloud Computing|Manufacturing,Enterprise Software,United States,North America,Santa Clara,2002.0,,,Unknown,,,operating,,,,False,False,False,,,,,100948403.0,10.0,2003-03-01,2014-07-02,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Vestar Capital Partners,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,260000000.0,260000000.0,ok_or_missing,,Other / Unknown,United States,North America,New York,1988.0,,,Unknown,,,operating,,,,False,False,False,,,,,260000000.0,1.0,2014-05-13,2014-05-13,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Videology,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,134191580.0,134191580.0,ok_or_missing,Ad Targeting|Advertising|Analytics|Digital Media|Mobile|Video|Video Streaming,Media & Entertainment,United States,North America,Baltimore,2007.0,,,Unknown,,,operating,,,,False,False,False,,,,,134191580.0,5.0,2008-02-26,2013-05-28,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Vidyo,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,136415300.0,136415300.0,ok_or_missing,Messaging,Other / Unknown,United States,North America,Hackensack,2005.0,,,Unknown,,,operating,,,,False,False,False,,,,,136415300.0,11.0,2007-10-05,2014-08-25,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
View,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,460244466.0,460244466.0,ok_or_missing,Clean Technology|Hardware + Software|Nanotechnology|Solar,Enterprise Software,United States,North America,Milpitas,2006.0,,,Unknown,,,operating,,,,False,False,False,,,,,460244466.0,11.0,2009-06-11,2015-08-13,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
ViewRay,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,265692385.0,265692385.0,ok_or_missing,Biotechnology|Health Care,Health & Bio,United States,North America,Cleveland,2004.0,,,Unknown,,,operating,,,,False,False,False,,,,,265692385.0,12.0,2008-01-23,2015-08-28,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Vigilant Solutions,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,113214186.0,113214186.0,ok_or_missing,Law Enforcement|Licensing,Other / Unknown,United States,North America,Livermore,2005.0,,,Unknown,,,operating,,,,False,False,False,,,,,113214186.0,2.0,2014-08-27,2015-04-23,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Village Roadshow Entertainment Group,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,480000000.0,480000000.0,ok_or_missing,Entertainment,AI & Data,United States,North America,San Francisco,2007.0,,,Unknown,,,operating,,,,False,False,False,,,,,480000000.0,1.0,2015-09-14,2015-09-14,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Vincom Shopping Mall,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,100000000.0,100000000.0,ok_or_missing,Retail,AI & Data,VNM,Unknown,Hanoi,,,,Unknown,,,operating,,,,False,False,False,,,,,100000000.0,1.0,2015-06-29,2015-06-29,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Visto,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,221400000.0,221400000.0,ok_or_missing,Mobile,Other / Unknown,United States,North America,Sunnyvale,1996.0,,,Unknown,,,operating,,,,False,False,False,,,,,221400000.0,6.0,2003-06-23,2011-01-01,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
VitAG Corporation,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,170000000.0,170000000.0,ok_or_missing,Commercial Real Estate,Real Estate & Construction,United States,North America,Beech Island,,,,Unknown,,,operating,,,,False,False,False,,,,,170000000.0,2.0,2008-08-06,2014-07-14,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Vital Renewable Energy Company,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,257000000.0,257000000.0,ok_or_missing,Clean Technology,Energy & Climate,,Unknown,,,,,Unknown,,,operating,,,,False,False,False,,,,,257000000.0,1.0,2008-11-10,2008-11-10,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Vitaldent,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,128660000.0,128660000.0,ok_or_missing,Biotechnology,Health & Bio,United Kingdom,Europe,,1989.0,,,Unknown,,,operating,,,,False,False,False,,,,,128660000.0,1.0,2013-12-02,2013-12-02,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Vivint,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,565000000.0,565000000.0,ok_or_missing,Home Automation|Security|Solar,Cybersecurity,United States,North America,Provo,,,,Unknown,,,operating,,,,False,False,False,,,,,565000000.0,1.0,2010-10-04,2010-10-04,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Vroom.com,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,108000000.0,108000000.0,ok_or_missing,Automotive|Cars|E-Commerce,E-commerce & Consumer,United States,North America,New York,2013.0,,,Unknown,,,operating,,,,False,False,False,,,,,108000000.0,3.0,2015-06-16,2015-07-20,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Vubiquity,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,237179999.0,237179999.0,ok_or_missing,Digital Media|Games|Television|Video on Demand,Media & Entertainment,United States,North America,Reston,2009.0,,,Unknown,,,operating,,,,False,False,False,,,,,237179999.0,4.0,2007-05-01,2012-05-21,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Wananchi Group,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,231340000.0,231340000.0,ok_or_missing,Games,Media & Entertainment,KEN,Unknown,Nairobi,2008.0,,,Unknown,,,operating,,,,False,False,False,,,,,231340000.0,4.0,2009-09-23,2014-10-06,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
WANDA Group,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,161000000.0,161000000.0,ok_or_missing,E-Commerce|Hospitality|Property Management|Real Estate,E-commerce & Consumer,China,Asia,Chaoyang,1988.0,,,Unknown,,,operating,,,,False,False,False,,,,,161000000.0,1.0,2015-01-05,2015-01-05,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Wandoujia,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,128000000.0,128000000.0,ok_or_missing,Android|Apps|App Stores|Mobile,Other / Unknown,China,Asia,Beijing,2009.0,,,Unknown,,,operating,,,,False,False,False,,,,,128000000.0,2.0,2011-01-01,2014-01-12,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Warby Parker,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,115500000.0,115500000.0,ok_or_missing,E-Commerce|Fashion|Retail,AI & Data,United States,North America,New York,2010.0,,,Unknown,,,operating,,,,False,False,False,,,,,115500000.0,6.0,2010-10-27,2015-04-30,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Warp Drive Bio,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,125000000.0,125000000.0,ok_or_missing,Search,Other / Unknown,Brazil,South America,São Paulo,,,,Unknown,,,operating,,,,False,False,False,,,,,125000000.0,1.0,2012-01-11,2012-01-11,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Wealthfront,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,129500000.0,129500000.0,ok_or_missing,Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management,Fintech,United States,North America,Palo Alto,2011.0,,,Unknown,,,operating,,,,False,False,False,,,,,129500000.0,5.0,2008-12-16,2014-10-27,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Webroot,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,108912913.0,108912913.0,ok_or_missing,Security,Cybersecurity,United States,North America,Broomfield,1997.0,,,Unknown,,,operating,,,,False,False,False,,,,,108912913.0,2.0,2005-02-07,2010-12-19,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Weimob,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,107800000.0,107800000.0,ok_or_missing,Social Network Media,Media & Entertainment,China,Asia,,,,,Unknown,,,operating,,,,False,False,False,,,,,107800000.0,3.0,2014-07-23,2015-11-10,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Welltok,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,129990798.0,129990798.0,ok_or_missing,Health and Wellness,Health & Bio,United States,North America,Denver,2009.0,,,Unknown,,,operating,,,,False,False,False,,,,,129990798.0,7.0,2011-08-24,2015-12-03,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Welspun Energy,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,689500000.0,689500000.0,ok_or_missing,Clean Technology,Energy & Climate,India,Asia,New Delhi,2002.0,,,Unknown,,,operating,,,,False,False,False,,,,,689500000.0,4.0,2013-06-20,2015-10-13,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
WePiao,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,234804067.74567,234804067.74567,ok_or_missing,Entertainment,AI & Data,Japan,Asia,China,,,,Unknown,,,operating,,,,False,False,False,,,,,234804067.74567,1.0,2015-11-25,2015-11-25,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Westinghouse Solar,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,100000000.0,100000000.0,ok_or_missing,Renewable Energies,Other / Unknown,United Kingdom,Europe,,,,,Unknown,,,operating,,,,False,False,False,,,,,100000000.0,1.0,2014-10-06,2014-10-06,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
WestWing,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,178825133.0,178825133.0,ok_or_missing,E-Commerce|Retail Technology,AI & Data,Germany,Europe,Munich,2011.0,,,Unknown,,,operating,,,,False,False,False,,,,,178825133.0,4.0,2012-06-08,2015-01-07,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Wikimedia Foundation,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,138000000.0,138000000.0,ok_or_missing,Nonprofits|Open Source|Semantic Search|Web Tools,Other / Unknown,United States,North America,San Francisco,2003.0,,,Unknown,,,operating,,,,False,False,False,,,,,138000000.0,8.0,2008-03-01,2012-12-01,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
WildBlue Communications,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,156000000.0,156000000.0,ok_or_missing,Internet|Internet Service Providers|Service Providers,Other / Unknown,,Unknown,,,,,Unknown,,,operating,,,,False,False,False,,,,,156000000.0,1.0,2002-12-24,2002-12-24,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
WildTangent,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,100500000.0,100500000.0,ok_or_missing,Advertising|Android|App Discovery|Application Platforms|App Marketing|Digital Entertainment|Mobile,AI & Data,United States,North America,Redmond,1998.0,,,Unknown,,,operating,,,,False,False,False,,,,,100500000.0,5.0,2000-03-01,2007-11-01,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Wilton Re,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,600000000.0,600000000.0,ok_or_missing,Insurance|Insurance Companies|Services,Fintech,United States,North America,Wilton,,,,Unknown,,,operating,,,,False,False,False,,,,,600000000.0,1.0,2004-12-22,2004-12-22,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Jiuxian.com,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,262424600.0,262424600.0,ok_or_missing,E-Commerce,E-commerce & Consumer,China,Asia,Beijing,,,,Unknown,,,operating,,,,False,False,False,,,,,262424600.0,7.0,2011-04-01,2015-07-30,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Wish,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,578700000.0,578700000.0,ok_or_missing,Curated Web|E-Commerce|Marketplaces|Mobile,E-commerce & Consumer,United States,North America,San Francisco,2011.0,,,Unknown,,,operating,,,,False,False,False,,,,,578700000.0,5.0,2010-10-21,2015-06-03,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Wistron InfoComm (Zhongshan) Corporation,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,120000000.0,120000000.0,ok_or_missing,Hardware + Software,Enterprise Software,,Unknown,,,,,Unknown,,,operating,,,,False,False,False,,,,,120000000.0,1.0,2009-12-15,2009-12-15,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Wonga,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,145393366.0,145393366.0,ok_or_missing,Credit|Curated Web|Finance|Financial Services|FinTech|Risk Management,Fintech,United Kingdom,Europe,London,2007.0,,,Unknown,,,operating,,,,False,False,False,,,,,145393366.0,5.0,2007-06-01,2011-02-16,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
WorldRemit,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,147655000.0,147655000.0,ok_or_missing,P2P Money Transfer,Other / Unknown,United Kingdom,Europe,London,2010.0,,,Unknown,,,operating,,,,False,False,False,,,,,147655000.0,7.0,2010-01-01,2015-02-17,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Wyle,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,245899993.0,245899993.0,ok_or_missing,Defense|Information Technology|Services,Enterprise Software,United States,North America,El Segundo,,,,Unknown,,,operating,,,,False,False,False,,,,,245899993.0,2.0,2009-07-13,2010-09-24,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Xanodyne,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,132783861.0,132783861.0,ok_or_missing,Biotechnology,Health & Bio,United States,North America,Newport,2000.0,,,Unknown,,,operating,,,,False,False,False,,,,,132783861.0,3.0,2004-06-23,2009-10-30,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Xinrong,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,100000000.0,100000000.0,ok_or_missing,Medical Devices,Health & Bio,China,Asia,,2000.0,,,Unknown,,,operating,,,,False,False,False,,,,,100000000.0,1.0,2014-09-29,2014-09-29,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Xirrus,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,112724312.0,112724312.0,ok_or_missing,Cloud Management|Mobile,Enterprise Software,United States,North America,Thousand Oaks,2004.0,,,Unknown,,,operating,,,,False,False,False,,,,,112724312.0,7.0,2006-01-30,2015-03-13,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Xiu.com,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,150000000.0,150000000.0,ok_or_missing,E-Commerce|Fashion,E-commerce & Consumer,China,Asia,Shenzhen,2008.0,,,Unknown,,,operating,,,,False,False,False,,,,,150000000.0,3.0,2011-03-01,2015-05-18,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
XOJET,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,153450218.0,153450218.0,ok_or_missing,Public Transportation,Transport & Logistics,United States,North America,San Carlos,2001.0,,,Unknown,,,operating,,,,False,False,False,,,,,153450218.0,2.0,2007-09-26,2009-12-16,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Xplornet Communications,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,158000000.0,158000000.0,ok_or_missing,Mobile,Other / Unknown,Canada,North America,Woodstock,2004.0,,,Unknown,,,operating,,,,False,False,False,,,,,158000000.0,2.0,2013-10-28,2013-10-28,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Xtera Communications,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,153764344.0,153764344.0,ok_or_missing,Hardware + Software,Enterprise Software,United States,North America,Allen,1998.0,,,Unknown,,,operating,,,,False,False,False,,,,,153764344.0,6.0,2003-08-19,2015-09-04,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
YapStone,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,113400000.0,113400000.0,ok_or_missing,Finance|Finance Technology|Financial Services|FinTech|Mobile Payments|Payments,Fintech,United States,North America,Walnut Creek,1999.0,,,Unknown,,,operating,,,,False,False,False,,,,,113400000.0,3.0,2009-08-13,2015-03-31,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Yatra,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,104500000.0,104500000.0,ok_or_missing,Travel,Travel & Hospitality,India,Asia,Gurgaon,2006.0,,,Unknown,,,operating,,,,False,False,False,,,,,104500000.0,6.0,2006-01-11,2015-04-23,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
LYCOS Internet Limited,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,103000000.0,103000000.0,ok_or_missing,Advertising,Other / Unknown,India,Asia,Hyderabad,1995.0,,,Unknown,,,operating,,,,False,False,False,,,,,103000000.0,3.0,2007-12-05,2011-01-18,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Yeehoo Group,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,100000000.0,100000000.0,ok_or_missing,Babies|Baby Accessories|Parenting,Other / Unknown,China,Asia,Guangzhou,1995.0,,,Unknown,,,operating,,,,False,False,False,,,,,100000000.0,1.0,2012-01-01,2012-01-01,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
